Date,Open,High,Low,Close,Volume
2021-04-06,494.45719066406383,495.96638970812165,492.98038449620407,493.36481938905104,5284919
2021-04-07,493.6754384109336,502.3067198248396,491.4339996026389,493.06462565225087,5531545
2021-04-08,492.03757681803734,497.70165406836185,484.09830925233393,491.8846435587927,9888878
2021-04-09,492.955860690141,499.8339659903295,490.30026800564485,493.38228267439024,2324126
2021-04-12,493.6257152343313,496.80844311693744,486.4302164258938,493.0996474383149,2185450
2021-04-13,492.20431113142905,496.34819512843046,493.19737572559455,493.2082958098096,5484236
2021-04-14,495.09310805118895,502.3324936558746,492.0822528601121,494.6465353305434,2794041
2021-04-15,496.21054902541107,498.3584713719857,495.89384783386805,496.14985385096026,6067246
2021-04-16,497.44534840608173,503.05673232170284,486.2333847766616,495.9371208839427,5700717
2021-04-19,495.4092413405062,500.7918625099765,490.1754289002959,496.26909509943124,2323415
2021-04-20,496.4950860480651,506.4757057188518,491.1798355608253,497.0041216838086,4848614
2021-04-21,494.7986570541899,503.82383205033824,491.07949911894457,496.8112662234588,6289273
2021-04-22,494.70970360846354,503.7805674720012,488.3121667521734,495.0332533705003,8045944
2021-04-23,495.6575498335818,504.83290929401625,486.4503564016342,495.6879590742034,6399547
2021-04-26,498.35192199773303,502.8511088599394,491.21393827374754,496.5823113790239,3612376
2021-04-27,497.24403787349684,506.3424343978319,494.8750558664401,496.9978139933219,7652635
2021-04-28,495.5239425005733,501.66067432644553,495.76033645899486,496.0742693366087,7352834
2021-04-29,496.9768030684206,498.94419276171016,492.76961234940484,495.87824202430073,9013170
2021-04-30,496.09697463439426,503.79723205703914,493.06755599197714,495.2874722054376,7943698
2021-05-03,495.51297159543356,502.14616195269565,493.33903432746456,494.9877609681098,5733355
2021-05-04,496.0455560520281,499.79822574229263,487.3402627232171,496.2846461608365,8547941
2021-05-05,498.28852062758045,504.47347660895343,494.35263645060434,497.8142257942296,6231697
2021-05-06,497.9182995442296,505.9909473812804,493.4373791934684,498.4836439876393,7517364
2021-05-07,500.04025293807797,500.971044767671,496.219218221921,499.0323891074176,2273873
2021-05-10,499.3979120471337,502.2295545871527,495.19627601151115,499.7090180969735,7555716
2021-05-11,499.17669203705634,504.7736935401489,492.2536993263169,499.6967759103671,2007769
2021-05-12,499.7134198762987,503.4881484386984,490.62321642368784,499.62111244888,5048669
2021-05-13,498.5139457773589,504.91402320943723,490.4079756491593,498.9474672615039,7966667
2021-05-14,498.6884131635347,503.56304900917416,491.0773543326923,498.89159981145383,9393893
2021-05-17,500.164947760006,510.32744986928043,498.7328645900544,501.1515467980801,7862142
2021-05-18,502.732165023884,510.6769239209849,498.3772216860776,502.02058612733396,6694239
2021-05-19,500.5349923881216,507.320826442732,493.7576583919142,501.67846910390705,8129210
2021-05-20,502.1292786166359,509.4978648672842,493.57224184042474,501.20654245177354,2875011
2021-05-21,500.1525487368112,503.8739677896343,497.38124001778414,500.3420524601878,6068254
2021-05-24,501.24281408480755,506.5853672202576,497.4825184517407,500.71642280992535,3388493
2021-05-25,499.5241755792771,504.79183642254213,491.60305703423563,501.10796850342797,8077893
2021-05-26,499.8892981267573,509.02623437830937,494.72099884584884,499.664846846427,9009528
2021-05-27,499.33051225239376,506.4380573615314,493.6152850366378,500.1511820436687,9085799
2021-05-28,500.4921284766986,506.8034664828128,490.0242667565654,499.58170977315024,4812990
2021-05-31,500.656298950596,509.97584892423214,491.7042959371888,501.00843092979903,4427904
2021-06-01,502.09318660379995,505.6957456810727,499.58106146938627,501.16527491350325,7634538
2021-06-02,502.3751091810448,509.1032613777616,499.17674498137654,502.8830049631635,3781100
2021-06-03,502.54232581386043,510.2570650329611,492.9780771164088,502.42487817027745,7378168
2021-06-04,502.4025785412741,502.7310896353017,495.2251874520766,502.13689430375666,2403535
2021-06-07,500.74720823429317,510.7144671297534,494.6683350214993,502.43670265602657,9845308
2021-06-08,503.3782582700544,507.2083473403049,495.300198004628,503.49265095519115,2597749
2021-06-09,503.9870038694883,506.7137923537479,500.8013820397828,504.05853344381853,8453348
2021-06-10,503.2098414323458,506.9986421212989,497.4931158760352,502.82500950009097,7357612
2021-06-11,505.6022626185188,503.8189214295669,493.33367104145015,503.0079102017057,5208845
2021-06-14,502.79673370180194,512.8708233669067,495.6719987860118,503.0301549402463,5120736
2021-06-15,504.1137277286322,507.51281861406085,498.41669286147464,502.6010863466903,8474868
2021-06-16,502.08675756342234,507.48739586573134,499.5288402899798,501.95298105379794,5799607
2021-06-17,503.1905877707953,505.4253239877154,502.94356422236115,503.70055829314657,4848762
2021-06-18,503.67442894096433,506.6815415456503,498.8341280951471,503.31017181178504,3511904
2021-06-21,501.7133797040882,508.88229892382856,499.41273162563965,502.4642491746572,4653878
2021-06-22,502.6236196777929,512.0468157557382,497.40059353621234,503.1013620074697,2803147
2021-06-23,503.6014621589429,512.7754674012197,493.414194408387,503.2319849847319,2278763
2021-06-24,502.18365568688176,513.0665070476008,502.5080977799581,503.156171118426,9439553
2021-06-25,504.5396682653544,506.0877006845899,497.5035068673272,503.9374729294765,7335392
2021-06-28,503.9260103101106,508.87214080691894,502.3526086991272,504.42609834536916,9312103
2021-06-29,504.45959043871517,512.456633205959,503.30404694928035,504.78828834632026,3466758
2021-06-30,506.3133159075583,508.14856762777123,496.9348868905858,505.7524888307117,7156144
2021-07-01,505.20388953537685,506.9286019128531,504.56535940512373,506.03612525454645,6925827
2021-07-02,506.3308480919955,510.853692514592,505.2947703077499,505.419203305456,8921126
2021-07-05,505.2576512479488,514.9597037637412,498.8711849496195,505.0569210770363,8828599
2021-07-06,504.48712366260474,512.3788508739494,494.6876967402256,504.53594874173194,7268446
2021-07-07,503.57044711700837,509.8012385178193,497.5570559240929,504.74567079870855,8761691
2021-07-08,504.2920385555931,507.76353382928517,497.2633177233471,503.66768590445787,5701352
2021-07-09,500.868353645759,511.0200165640322,492.7534676080296,501.8352599377293,6350746
2021-07-12,501.8470119329255,508.3097387162997,495.45415409036525,501.92341486232766,6111662
2021-07-13,501.4721685573336,509.6368941312358,495.001391325262,500.58689431237195,8458423
2021-07-14,499.59426446122734,506.8940616942912,493.0746131142296,498.63491621382684,8000169
2021-07-15,497.91048721679226,502.92763844165574,490.6125041275967,499.00824699764354,4478902
2021-07-16,498.6813302971272,507.85225208723324,494.0376934475502,498.29719380152,5965427
2021-07-19,496.9531157937384,500.6493643831371,495.03400249573133,498.79331922375906,2604954
2021-07-20,498.7865578739903,504.6303846367212,496.18887294319893,498.26246547183445,3952859
2021-07-21,496.71073728426575,499.0243981656256,494.02338911148644,497.14050308362886,7938905
2021-07-22,494.9073639338604,499.486307779297,491.4288464546463,495.8969855697728,2726975
2021-07-23,496.02782478544583,499.6376634664351,495.2037604650494,495.3820583470691,2628674
2021-07-26,494.5062699386424,502.83623539790227,492.17193124557963,495.10867554082336,9837333
2021-07-27,497.5702534205106,503.5785351695728,494.26371891503766,494.2852154568072,4097388
2021-07-28,495.7064024100258,494.18475262530217,493.19791153269404,494.0041075439937,8258644
2021-07-29,492.2366798368857,495.42889690982804,488.99401948055345,492.46800524778126,7973706
2021-07-30,491.46173573055006,498.88478954233545,487.2045967180231,492.48249419275754,6890097
2021-08-02,489.76194729829996,494.23721693878554,487.74200124717913,490.68884545095716,5980641
2021-08-03,490.81798250939113,495.34238382794257,482.0564501536894,490.49498913400294,3780773
2021-08-04,491.23715798070344,492.2095213347152,488.5328918940203,491.1922832437825,9912236
2021-08-05,493.56715779154564,495.5241153829476,489.0605028762452,492.2842220460273,3995441
2021-08-06,496.6699411421187,503.9029684837507,492.0842878892993,493.9986022928964,4381522
2021-08-09,492.882440569523,494.1260313803302,488.4894621376577,492.44231464604775,9702829
2021-08-10,493.4584119362672,496.2388833555429,491.63621664822807,493.2010398466022,3325905
2021-08-11,493.72978201240426,496.1671659904041,492.29088175216407,494.40732204071804,9806263
2021-08-12,495.10685968109897,498.7237234179912,491.2099972633093,495.387879025556,6897262
2021-08-13,494.65302690744653,498.1663900801586,493.71902374433455,494.4585552104498,2011025
2021-08-16,494.4687615210712,503.4934117625746,485.942839795548,494.87035204156575,8016226
2021-08-17,497.219914724417,502.26612375247396,491.8696502303961,496.7304077137929,9222216
2021-08-18,496.9748788936773,500.02579281776343,491.4097160061278,495.2331340714363,5746678
2021-08-19,495.88202649162724,498.2399671852435,494.6441937385589,495.7094717716936,3517133
2021-08-20,496.6979868716974,500.7181824575562,490.87991489863526,496.82176225735265,5345470
2021-08-23,497.4957631588268,496.608749993852,492.13582828241493,496.12517124169403,8798895
2021-08-24,496.9438020306546,497.902884419274,494.71792235620535,496.70814154498,7216325
2021-08-25,495.19312387059676,503.14269093321633,489.02572601510445,495.6372490369851,2868758
2021-08-26,495.3804238488929,495.7159694979613,490.0412253282395,494.8250404555534,2705064
2021-08-27,493.5879172795895,503.03558463564985,484.85855606495033,494.00796020872457,8757171
2021-08-30,493.15152623090734,500.1122919769802,485.48991866410233,494.2002679075435,4199506
2021-08-31,494.32140853160325,503.03426417399646,490.6280568849281,494.1092866415107,6856385
2021-09-01,494.3340753197854,499.709520830894,491.03585466664583,495.0634018492328,7575597
2021-09-02,495.0652939799042,501.2579734375834,485.0018501960182,494.12312273499384,6770741
2021-09-03,493.79744101249247,501.6174869180152,484.34533013655096,493.99184708490134,7023776
2021-09-06,495.0096966237945,499.8129274178246,487.04598224082605,494.95292354851483,4712756
2021-09-07,495.88205509171155,498.16105513145936,494.7887083315464,495.5137007207498,5584371
2021-09-08,494.05871569967775,500.5657039669399,493.77862103280273,494.18905938516855,2351943
2021-09-09,494.692314789801,497.6105188022898,488.67793113782335,494.85426307012625,4499460
2021-09-10,494.6688264602566,502.1037465912265,486.8289353831037,494.3758451903217,5517469
2021-09-13,493.9028303432498,495.0571234795736,487.6852637044777,494.76123172821633,2659532
2021-09-14,494.6375920454655,500.4871402265366,487.25912967598725,495.0619121432392,4727268
2021-09-15,496.3537441381644,500.97873083915624,494.62576970016033,496.28123102720787,2441344
2021-09-16,496.1991901692801,503.6612046512288,496.1985668480904,496.39779096694326,5656933
2021-09-17,494.9503950121249,502.5310704575342,488.94447490852593,494.5439850954355,9922690
2021-09-20,492.1367485290092,502.17277606523135,484.2530384317089,493.17412537645635,5857749
2021-09-21,493.6547515797219,495.8692992794149,491.4014413554289,493.9052797618837,6216598
2021-09-22,492.7820669159554,502.30191521649914,491.78030420279157,493.64696342864613,8408521
2021-09-23,494.9344491760143,502.605650403086,485.9689352496866,494.78494248874017,6219870
2021-09-24,495.1120144475405,501.06261595462666,491.6570863554465,495.0583813066712,5151702
2021-09-27,494.0988870346995,502.1156016632206,490.77944783969053,494.3093155707257,5031159
2021-09-28,495.8277136458911,497.9825485508647,489.30287386618596,495.3917223304489,6579765
2021-09-29,493.7692288809153,503.8160969225037,491.90267871587906,494.58432464891973,4051927
2021-09-30,490.4011727153708,502.2856270184899,483.1497408125543,492.5316891406444,2383915
2021-10-01,495.5420414534646,498.69539955386705,492.6937215247516,494.59548469170727,6379700
2021-10-04,492.1106368666368,495.95045519477287,492.4683789857229,492.68473581408506,2690954
2021-10-05,493.06859939222,498.8035198248506,488.8362851972494,493.3211486730644,8902920
2021-10-06,494.55371815664694,495.06031622568395,488.38350598012346,494.26000044202306,2313163
2021-10-07,493.8875738512997,501.42396196289707,491.6211137577692,494.40706630512466,9845495
2021-10-08,492.52922057545635,496.0102037373881,485.13477964606295,492.72366946148657,3538343
2021-10-11,493.56045256082996,496.9166037824759,493.09433571434704,493.7386843969474,4748216
2021-10-12,493.44510451254564,492.85392657245865,489.0719789037699,492.297140680309,6718915
2021-10-13,491.4642434815876,492.7264661364046,486.46520082668087,490.9535121154185,8856175
2021-10-14,492.6573066474347,491.7743179749416,481.1053320353805,490.59184380275354,8066803
2021-10-15,493.34897825064274,494.500799947396,490.0383677503241,491.38034837687053,9734087
2021-10-18,491.91569763440583,498.8566517712353,490.2225176732866,491.6804622826013,8308464
2021-10-19,492.46110036952075,502.1696575938175,490.4571545159781,492.49123056838886,8925072
2021-10-20,493.625859196826,499.15130120623314,484.51107191926934,492.0475867378418,7409350
2021-10-21,492.20831055672045,492.07433149575763,488.9174411077403,491.8754034512858,5904263
2021-10-22,490.1607936167663,493.6097441242639,487.5520905379298,490.7382666631206,8882637
2021-10-25,490.3832921791152,491.61704911463323,484.78040434235834,490.42140120989797,5816464
2021-10-26,491.08719475295004,500.9529779831697,486.8520118748587,491.01452936170784,5035900
2021-10-27,491.63939590321536,498.9189081930032,484.5525363556341,490.71470130773275,4313218
2021-10-28,491.93330466864603,497.48211934987717,486.1844532841692,491.1901608625474,8473063
2021-10-29,493.35784692326354,491.8218857300163,483.542372947366,490.6168866109978,6307906
2021-11-01,491.5986933485633,499.7668815917611,480.1580779623715,490.0244950182081,5748893
2021-11-02,489.85252938906126,491.32448239546403,486.6086842174813,490.06366366793566,7068005
2021-11-03,490.6996954670449,496.7890704414288,487.7256871167775,489.86878216512736,7208397
2021-11-04,488.7641912424685,496.06587688887106,488.99757362644203,490.46116740772885,2321727
2021-11-05,490.63366767754144,492.8444036152531,486.68924443865495,490.6394576493348,2850712
2021-11-08,493.43856230558396,500.1335553838785,483.2326209987908,492.3798039447276,6164800
2021-11-09,492.8353781314406,493.42681760863854,490.10918451481064,492.1603094402166,5743445
2021-11-10,493.0333416099944,499.91565045443843,488.3730391057935,491.93305679046034,8268771
2021-11-11,490.50331957964534,495.0900472966221,482.2099481798843,490.8929257266751,2722027
2021-11-12,491.39854668711934,491.55170147992305,482.1660955889682,490.9157036940943,7685487
2021-11-15,492.737295605663,493.72876738741735,485.4507548927385,491.59853263276653,6901583
2021-11-16,490.35582369901846,498.9533970543484,483.30488540681665,490.8582369913602,3133188
2021-11-17,490.61289342668573,495.50392778208743,482.1281268427076,490.8085647286005,7419157
2021-11-18,492.0324419944494,492.08005114732657,490.66085263680435,491.5271214887804,6259054
2021-11-19,490.45899792250174,497.74518179976144,487.34759101953927,491.40021233976967,8564507
2021-11-22,489.8237209058085,492.0716778142928,481.7800416634141,490.8810750386214,4196908
2021-11-23,491.0537717786107,493.6156348907751,486.8319160424861,491.85416818940166,7690744
2021-11-24,490.5285807495304,497.5962191866199,489.9822447447062,491.9511877549579,6675018
2021-11-25,492.69645959353613,501.03143829636815,487.634558186838,492.3477522607008,3579419
2021-11-26,492.5346232286966,494.9236701263229,485.5297784675866,493.5191457109113,3308096
2021-11-29,494.6508562702748,502.8685149400406,485.06151103816455,494.6644616293809,9157845
2021-11-30,495.1591367632628,501.1580683151655,485.96922333611764,494.3172574469069,5154713
2021-12-01,493.85291948587286,503.54993990495205,488.45613961029113,493.791827727434,6365165
2021-12-02,492.5570111075639,499.70891901434567,487.29145981730323,494.0761366607661,6862915
2021-12-03,493.35622117106294,496.6860665513794,492.6922455457025,493.94334912552733,5203077
2021-12-06,490.64160540012557,498.06326883806236,482.39798267349545,492.04348780624497,8073216
2021-12-07,492.6237722769823,496.6282163816261,486.96819830138514,493.3188495409109,9225617
2021-12-08,491.8563430045282,500.3191081429621,493.17239982405835,493.33821086841016,8862666
2021-12-09,496.1095052825128,503.12256058501765,485.42173110360756,494.0745888350586,5684839
2021-12-10,493.34744607107956,495.1778129585437,491.612916669857,492.9016722707784,4880194
2021-12-13,493.88155629590085,503.33843396708016,489.2674410482651,494.18987582953685,6897747
2021-12-14,492.8879263310376,498.3149827154,491.1985961582673,493.6016130234745,7501910
2021-12-15,494.45233488535683,496.5514184391142,490.29035941864765,493.4939459500012,9295820
2021-12-16,491.6480789509931,498.9202409855989,485.36993641796033,492.0925212802738,7295156
2021-12-17,490.866099249046,494.3833083312511,491.8092693421465,491.9255715435422,6742936
2021-12-20,491.4328198033168,493.3585784100587,486.4741239897678,491.6957676108515,8473415
2021-12-21,492.7933137995689,491.91363744325713,489.3874880806527,491.5104070716997,2428508
2021-12-22,492.70821449280726,495.00971656273737,483.20986276174,491.9489118144555,4889317
2021-12-23,493.5308314282885,497.520857899729,488.75884472834235,492.00925766232405,9779911
2021-12-24,493.0059511949542,497.82276443973984,489.5396314650168,492.9850402874191,5487995
2021-12-27,491.56008918713957,499.19654399928453,488.4106876505735,492.51688210176775,8912434
2021-12-28,490.1154465521951,501.09049991134924,483.63920229130895,491.5208661930534,7911740
2021-12-29,492.3410919864356,495.55539854230534,486.41868546841437,491.5017598014333,6983529
2021-12-30,492.3688924191554,499.0703773513575,484.92054491968,492.1301278377371,2420131
2021-12-31,493.010518842025,495.8419874273676,485.85007782299544,493.37476961070496,7897568
